person_name,acct_num,card_company,card_number,txn_datetime,merch_name,merch_cat,txn_amount,currency,pay_meth,city,txn_type,bill_cyc,txn_status
emily84,GB96OWZM48254398331270,Mastercard,340471366121400,2025-04-29 13:31:30,Spencer’s Retail,Electronics,79281.61,INR,Bank Transfer,Tiffanyborough,Deposit,July,Reversed
idavenport,GB29NKJX19695669634817,saphiro,30031624210323,2025-03-18 23:03:02,Infiniti Retail Ltd,Clothing,18340.74,INR,Debit Card,Port Bridgetfurt,Purchase,November,Reversed
kristen55,GB70ODOH59166970217099,VISA,3548632558901438,2025-12-06 18:13:51,Westside,Grocery,82876.22,INR,Credit Card,Ramosville,Refund,December,Pending
matthew20,GB23FMKZ41176016394927,VISA,4861649233944824817,2025-04-22 01:20:15,Flipkart,Clothing,77229.90,INR,Debit Card,Johnmouth,Purchase,June,Declined
rachel25,GB48DJSV96902120245539,Mastercard,180084592806091,2025-06-30 18:31:39,Urban Ladder,Clothing,75791.30,INR,RTGS,Shawtown,Purchase,May,Approved
zoconnor,GB66IIFF28134891568501,American Express,4474987312546,2025-10-23 05:31:37,JioMart,Health,19291.84,INR,Bank Transfer,North Amyhaven,Refund,January,Pending
mdavis,GB93HQIV72040102783417,Diners Club,213189175924913,2025-02-02 14:39:19,Reliance Digital,Grocery,37544.53,INR,NEFT,New Catherine,Purchase,June,Declined
sheryl44,GB81QSDK57277346827316,Discover,30042180212942,2025-04-20 08:26:41,Bewakoof,Grocery,14966.77,INR,UPI,New Benjamin,Refund,January,Reversed
xgarcia,GB07QJBG76936969362420,chhupay,6519411779028448,2025-07-19 08:18:57,Aditya Birla Retai,Grocery,43015.12,INR,Bank Transfer,Port Samuelburgh,Withdrawal,September,Reversed
ihuang,GB39FXWN22479702804797,American Express,30498628643330,2025-09-10 04:18:08,BigBasket,Travel,30535.51,INR,RTGS,Barnesfurt,Refund,March,Declined
jacquelinejohnson,GB34EBQO11980365464426,Maestro,30332036409812,2025-01-23 12:22:38,CaratLane,Health,29434.86,INR,UPI,Port Daniellebury,Withdrawal,September,Declined
jillpollard,GB93UWFJ57054310018195,VISA,3594880317049899,2025-09-04 03:55:44,Avenue Supermarts,Dining,28896.85,INR,RTGS,New Davidstad,Deposit,September,Declined
laurenhanna,GB63CNDK62540654120183,Discover,2265654644533598,2025-08-10 09:50:54,Future Group,Travel,32003.97,INR,RTGS,South Timothy,Refund,January,Declined
yfields,GB20LUGY64179551460109,rupay,3579819593115452,2025-11-21 02:02:32,DMart,Electronics,98324.68,INR,Debit Card,Elizabethhaven,Purchase,January,Pending
llawrence,GB45WOGH93176040529679,VISA,4252649985398255,2025-11-04 08:06:57,BabyChakra,Health,46668.76,INR,UPI,North Matthewside,Purchase,February,Pending
patrickrobinson,GB95SCQR82142644826145,American Express,213168695223816,2025-01-26 14:47:46,DMart,Health,89938.46,INR,Credit Card,Stantonshire,Refund,November,Declined
emily61,GB83PUMB61876291875331,Mastercard,4433657988314478,2025-05-17 13:54:28,Reliance Digital,Electronics,71244.05,INR,Debit Card,Catherinemouth,Withdrawal,June,Pending
phernandez,GB08ATZK04769987808988,Maestro,38924461572460,2025-07-16 20:08:53,Shoppers Stop,Electronics,8598.03,INR,Bank Transfer,Rhondaberg,Refund,March,Reversed
michellemiller,GB08CHMM51272964255128,chhupay,4302979475521516,2025-07-21 01:12:04,Shoppers Stop,Health,8998.88,INR,UPI,East Eddiemouth,Deposit,June,Declined
marissacraig,GB83ZLUW84094028712332,VISA,180047743747241,2025-09-08 01:53:52,V-Mart Retail Ltd,Grocery,34128.56,INR,RTGS,Williamschester,Withdrawal,June,Reversed
dustin02,GB73VSBM22881824421874,VISA,2283795093423894,2025-08-12 08:15:39,Pantaloons,Health,17787.92,INR,UPI,Bradleymouth,Purchase,July,Pending
mdavis,GB82GAWF61463787481165,Mastercard,6553335966542613,2025-05-01 16:52:49,Decathlon India,Grocery,21639.17,INR,Mobile Payment,North James,Purchase,February,Pending
sshaw,GB96VNEG31582689938731,VISA,4441971833324156,2025-04-23 06:24:38,BigBasket,Clothing,28109.08,INR,Debit Card,East Travismouth,Refund,September,Approved
asolis,GB84KXXD42961365406249,chhupay,30369640751627,2025-10-21 10:09:42,Zivame,Electronics,48122.43,INR,Bank Transfer,Whitebury,Deposit,August,Pending
otran,GB82AHVI30403898576633,Discover,30421818419469,2025-05-26 21:42:29,Central,Travel,78598.71,INR,UPI,East Stephanie,Refund,January,Approved
kylekelly,GB79OJOZ02084480916130,VISA,2224248692655203,2025-01-02 12:26:19,Urban Ladder,Travel,24217.59,INR,RTGS,West Carlmouth,Purchase,January,Reversed
lunadaniel,GB12XKYL40040919459031,Diners Club,30208186776061,2025-12-21 19:46:13,Nykaa,Travel,300.17,INR,Debit Card,New Johnport,Purchase,April,Pending
xprice,GB79ASOS43905846154905,chhupay,345937975356327,2025-07-15 15:47:28,Infiniti Retail Ltd,Travel,20630.83,INR,Mobile Payment,Allisonmouth,Deposit,April,Pending
fernandofriedman,GB04UNTN78361415295128,chhupay,4862916773233644,2025-08-12 11:05:51,BabyChakra,Electronics,76336.87,INR,Credit Card,West Tiffanyport,Purchase,April,Declined
stewartedwin,GB35IZCD92616858813854,amex,3501563090985115,2025-08-28 03:32:19,Future Group,Travel,68691.50,INR,Debit Card,New Kevinmouth,Deposit,July,Reversed
jjohnson,GB95YLCL26094703747160,Maestro,6011417062475686,2025-09-25 22:50:59,Snapdeal,Dining,22550.01,INR,NEFT,Port Angela,Withdrawal,June,Declined
cbaker,GB03QHBD16326322084520,VISA,3502200363297030,2025-11-11 05:09:32,Reliance Fresh,Clothing,51024.23,INR,Mobile Payment,Port Beth,Purchase,August,Declined
cparker,GB41HFCQ50828705260742,VISA,4085998486092153,2025-02-04 05:53:41,HyperCity,Grocery,52212.05,INR,NEFT,Dillonville,Withdrawal,December,Pending
ljones,GB21FEKI72540175384468,VISA,4319872934195686,2025-05-17 14:35:14,Brand Factory,Clothing,25104.01,INR,RTGS,Hayeshaven,Deposit,June,Pending
thompsonmeredith,GB44VUFS69632936246361,chhupay,3579819593115452,2025-05-19 15:52:27,Westside,Electronics,44949.71,INR,Debit Card,Scottchester,Refund,May,Reversed
landerson,GB06DDTY44181596059013,Mastercard,377537917930022,2025-04-14 14:08:00,BlueStone,Clothing,77545.31,INR,NEFT,Stevensonview,Withdrawal,April,Reversed
wwilson,GB63TASW52475165965154,saphiro,3552242024999439,2025-05-09 22:04:59,Urban Ladder,Clothing,5007.79,INR,Credit Card,Brucehaven,Withdrawal,October,Declined
nathan18,GB10BNCP95163504031853,Maestro,180099803021736,2025-08-22 09:12:04,JioMart,Grocery,64355.45,INR,UPI,Washingtonside,Withdrawal,January,Declined
murrayharold,GB40DYEJ01563754084669,VISA,2234806793244462,2025-05-28 06:57:30,Reliance Retail,Clothing,4127.26,INR,Bank Transfer,Lake Victoria,Purchase,November,Approved
baldwinjoseph,GB41OTKO79535992792082,American Express,38909866176405,2025-09-15 11:14:40,Reliance Digital,Travel,8312.45,INR,Credit Card,Lake Juanburgh,Purchase,April,Pending
chadnorris,GB55NZKS69713135741911,chhupay,4746445742342031,2025-08-30 19:19:02,V-Mart Retail Ltd,Travel,24567.23,INR,Credit Card,Gomezberg,Purchase,September,Approved
mfisher,GB20LQXS85202304358545,saphiro,213177814442314,2025-12-15 06:12:33,FirstCry,Grocery,88725.36,INR,RTGS,West Kathy,Withdrawal,March,Declined
pruittamanda,GB48MGGV40978658057371,chhupay,4279792883331942067,2025-09-17 02:15:12,Lenskart,Electronics,97671.48,INR,Credit Card,Greenchester,Withdrawal,March,Declined
vwhite,GB60VEPD04945685343378,chhupay,3598318492504939,2025-08-14 16:42:34,Tata CLiQ,Dining,56449.36,INR,Bank Transfer,North Natalie,Purchase,October,Declined
johnstevenson,GB67HBHD94794361259747,chhupay,3569499523523877,2025-11-28 11:26:28,Zivame,Travel,5991.57,INR,Bank Transfer,Morenoport,Withdrawal,May,Pending
perrytonya,GB82XYAU62950111813972,Diners Club,2298055948120382,2025-11-22 15:28:28,Infiniti Retail Ltd,Electronics,44031.74,INR,UPI,Port Michael,Withdrawal,June,Declined
danielsedward,GB96MVNP27024666471173,saphiro,4846784729552462,2025-02-06 03:48:55,Reliance Retail,Dining,20918.42,INR,Credit Card,Josephshire,Withdrawal,October,Declined
ashley30,GB56PWPO55884727702679,rupay,6011250580674518,2025-09-21 19:25:18,Titan Company,Electronics,559.78,INR,RTGS,Lake Jessica,Purchase,January,Approved
calvin44,GB23AYYQ94780195789122,Diners Club,213130975037209,2025-07-29 01:48:31,Avenue Supermarts,Dining,65708.42,INR,UPI,East Stephanieton,Withdrawal,March,Reversed
breyes,GB36ITOP46167084155091,Maestro,2579949907097054,2025-07-17 19:26:46,Lenskart,Electronics,14049.91,INR,NEFT,Elizabethchester,Deposit,March,Pending
garciaaimee,GB19XUYX37932891198940,chhupay,36947213470230,2025-07-03 09:40:48,Decathlon India,Grocery,88731.67,INR,UPI,North Gabriellehaven,Withdrawal,February,Pending
chad74,GB87AMOE49337112679770,American Express,4918884639108625463,2025-05-13 01:08:12,Big Bazaar,Clothing,36522.94,INR,NEFT,Candiceberg,Deposit,February,Pending
danielsedward,GB19BTTJ28068546102215,Discover,213178379941393,2025-08-24 19:59:35,Lenskart,Health,78218.37,INR,Mobile Payment,Port Kayla,Deposit,April,Reversed
thompsondavid,GB49QMWM29569580516834,VISA,213193813600257,2025-12-15 12:58:04,Central,Dining,11514.51,INR,RTGS,Danielfurt,Deposit,November,Declined
ericmiranda,GB17ITBW63956864979841,saphiro,375926053508977,2025-11-14 20:36:23,Reliance Digital,Travel,41813.00,INR,RTGS,New Evan,Purchase,March,Pending
matthewgarner,GB93JFQF46744398245209,Mastercard,4165016627184434453,2025-05-09 13:37:28,Tata CLiQ,Dining,751.67,INR,Bank Transfer,West Mariochester,Withdrawal,April,Reversed
diazjennifer,GB98YEPZ28228067147791,Diners Club,5315304851963491,2025-04-08 22:32:21,Pepperfry,Health,50840.15,INR,RTGS,East Dominicport,Withdrawal,December,Reversed
virginiaspence,GB24FCBO48916340201759,Maestro,3567266204008565,2025-08-18 01:46:56,Metro Cash & Carry India,Health,73134.18,INR,Credit Card,Cliffordport,Deposit,August,Reversed
cynthiaking,GB82GGYR23320600200585,Discover,2517950877130573,2025-09-10 03:20:42,BabyChakra,Clothing,97182.51,INR,Bank Transfer,Jenniferbury,Withdrawal,July,Reversed
bfarmer,GB75ZMGF06490419478404,rupay,2222176834606382,2025-12-09 21:30:37,Reliance Retail,Dining,12311.85,INR,NEFT,Alexhaven,Refund,June,Declined
brianramirez,GB27GWKG19575544095898,Discover,4945222993125,2025-02-28 17:55:19,Zivame,Electronics,30407.68,INR,Mobile Payment,Davidhaven,Purchase,August,Pending
rossluis,GB23ITIZ90367273192668,rupay,5496738768701901,2025-05-24 20:31:04,Pepperfry,Grocery,70242.80,INR,Bank Transfer,Lisaberg,Purchase,April,Pending
holly11,GB27URSF83409132668815,VISA,2720296171787921,2025-05-20 09:58:34,Aditya Birla Retai,Dining,75749.20,INR,Bank Transfer,South Mathewtown,Refund,January,Reversed
frankmccoy,GB17MMNK64817214673751,amex,38645444774549,2025-07-24 17:14:44,BlueStone,Travel,77165.14,INR,Mobile Payment,Bassburgh,Purchase,June,Pending
marymejia,GB97OILU32830404511682,chhupay,377530536923981,2025-01-10 16:29:35,BigBasket,Grocery,88022.04,INR,Bank Transfer,South Cristianbury,Deposit,April,Approved
xevans,GB58IIYZ87516891462684,Discover,4875565337852251,2025-01-01 17:51:09,Flipkart,Electronics,8736.89,INR,NEFT,East Reginald,Deposit,May,Reversed
diazjennifer,GB96MSMW79534548913963,VISA,4750229327413194729,2025-05-31 22:32:35,Bewakoof,Clothing,90787.62,INR,Debit Card,Blackport,Withdrawal,December,Declined
kmurphy,GB43VDRS97440981863228,VISA,3594880317049899,2025-10-28 00:07:36,Flipkart,Travel,18635.37,INR,RTGS,Lake Timothyfort,Refund,August,Pending
barajasjeffery,GB04HHZR88102205603234,Diners Club,6011345004220524,2025-07-26 02:15:40,Aditya Birla Retai,Clothing,74333.06,INR,Credit Card,New Tina,Withdrawal,December,Pending
stephaniekennedy,GB78LMIW77608474352124,VISA,3593762971561255,2025-05-20 20:33:02,Reliance Digital,Clothing,17470.66,INR,Bank Transfer,South Collinport,Deposit,May,Reversed
fergusonbrandon,GB63JSYY27178907559649,Diners Club,6545202410394226,2025-02-05 14:20:04,Reliance Digital,Dining,25209.86,INR,Credit Card,Waltersbury,Refund,October,Pending
sharon07,GB58FYTE30500066701486,VISA,3551803644929154,2025-08-08 18:12:56,FirstCry,Clothing,74966.24,INR,Debit Card,East Sabrinaport,Deposit,May,Reversed
ashley94,GB82RKDD25235753898723,Diners Club,4252649985398255,2025-01-10 09:23:13,BlueStone,Health,33659.65,INR,UPI,Luisstad,Refund,September,Approved
gregory87,GB08ZGEH28105951131401,American Express,6511421050592457,2025-09-02 22:05:42,Westside,Travel,53561.41,INR,Debit Card,Robertport,Withdrawal,September,Approved
jorgekelly,GB58TEXY80651464706127,Diners Club,378385950483544,2025-02-05 04:46:17,Pantaloons,Health,47187.05,INR,Mobile Payment,Victormouth,Deposit,October,Pending
emilybrown,GB42XKWR96963508434630,rupay,180006519064900,2025-05-28 05:05:24,Avenue Supermarts,Travel,49400.73,INR,RTGS,Lake Marvinstad,Withdrawal,January,Declined
janet00,GB29WRGI56024408394227,Maestro,38030035788242,2025-02-15 00:59:54,FirstCry,Health,48333.46,INR,Bank Transfer,Gwendolynton,Refund,September,Approved
jwood,GB51HVOX56258625971261,Mastercard,4996752139480,2025-04-03 09:14:20,Amazon India,Grocery,25685.19,INR,Debit Card,Fullerfurt,Refund,November,Pending
pattersonchristopher,GB91XVQM37335524011464,VISA,4410459115378592,2025-07-05 09:27:40,Big Bazaar,Electronics,74995.07,INR,Credit Card,Lake Blakestad,Deposit,August,Declined
lopezjose,GB17GPSX43183733510505,American Express,213184146637686,2025-09-28 00:12:25,Spencer’s Retail,Electronics,92760.49,INR,RTGS,Port Sarah,Purchase,August,Pending
sarahduffy,GB77VTKX80290477697880,chhupay,2611940860814551,2025-02-15 07:58:36,DMart,Dining,70448.35,INR,RTGS,Harrisonchester,Withdrawal,February,Reversed
richard47,GB27AVKE60641545249932,Maestro,4123465103479828317,2025-04-06 15:45:16,Pepperfry,Grocery,19705.04,INR,UPI,South Dianeberg,Deposit,June,Reversed
ljones,GB38BCQH88419301174123,Discover,30085596597992,2025-03-21 02:31:33,Aditya Birla Retai,Grocery,85957.64,INR,NEFT,Osbornestad,Refund,July,Declined
colekelly,GB56GFBO31005899416036,Maestro,4035891289780291,2025-11-11 04:26:46,Reliance Retail,Travel,57661.75,INR,Bank Transfer,Taylorstad,Deposit,April,Approved
william46,GB70BNMR69838916338131,rupay,4529665100080135419,2025-10-12 04:19:38,Lenskart,Health,23587.33,INR,Bank Transfer,Vaughnfurt,Purchase,December,Approved
david53,GB68CAMS00698151213154,Discover,4811992978478039,2025-09-23 19:06:47,Reliance Fresh,Travel,36637.33,INR,NEFT,South Andrewmouth,Deposit,July,Approved
wagnerjacob,GB39NVHH68202751435462,amex,30428940835595,2025-04-13 23:38:51,Flipkart,Dining,92362.49,INR,Bank Transfer,South Michelleview,Withdrawal,February,Reversed
kylegarcia,GB15XVBR84849948432400,Maestro,36841666087197,2025-04-15 14:07:23,Brand Factory,Dining,51667.14,INR,Mobile Payment,New Nicholas,Refund,July,Approved
pcarpenter,GB27SFHR43315283407548,VISA,6011940953517902,2025-05-29 01:29:18,Fabindia,Grocery,60654.80,INR,UPI,Lake Michael,Purchase,September,Reversed
timothymason,GB06PIUB49929280150921,VISA,3568450889088576,2025-01-03 18:10:09,Future Group,Travel,3216.69,INR,RTGS,South Janet,Deposit,December,Reversed
yfields,GB02ACYR07895120071899,rupay,3563514174878143,2025-03-05 11:41:42,Nykaa,Clothing,55812.56,INR,Debit Card,Owenfort,Deposit,March,Declined
maria25,GB63OIET80571943902916,Mastercard,4870900592660,2025-07-11 05:02:33,Spar Hypermarket,Dining,79638.40,INR,RTGS,Kellerstad,Deposit,August,Reversed
michael91,GB34LNIU42925067488948,VISA,3581093756885840,2025-08-25 09:07:54,Urban Ladder,Travel,90558.65,INR,RTGS,Amberland,Purchase,April,Declined
antonio42,GB33XFFG09686777006297,Discover,3537313920299180,2025-02-22 14:29:04,Spencer’s Retail,Health,97535.91,INR,UPI,North Nicole,Withdrawal,December,Declined
tiffanyrichards,GB10QYSR12805347049580,rupay,4062593689827,2025-02-11 03:25:35,Decathlon India,Grocery,154.10,INR,UPI,Gonzalezland,Withdrawal,January,Approved
jacquelinejohnson,GB74SBMU86737269921738,American Express,4407584346876331,2025-12-03 11:20:31,Metro Cash & Carry India,Grocery,14053.51,INR,NEFT,North James,Purchase,August,Approved
davidhuerta,GB27WATM39957672794325,VISA,36234231948897,2025-04-11 08:06:43,DMart,Travel,85846.45,INR,RTGS,Lisaberg,Withdrawal,March,Reversed
berrynathaniel,GB14TSKC37455032641890,Diners Club,344678901709558,2025-10-30 10:57:54,CaratLane,Health,59580.06,INR,Bank Transfer,South Robertmouth,Withdrawal,February,Pending
douglassanchez,GB74CLMI14867433529210,rupay,630442512483,2025-11-19 09:10:58,Bewakoof,Grocery,87949.48,INR,Debit Card,North Anthony,Purchase,September,Pending
shelby01,GB88FVME01335390997652,American Express,4008313646667429113,2025-03-02 08:22:28,Brand Factory,Clothing,89227.30,INR,Mobile Payment,Jacquelinebury,Withdrawal,March,Pending
sarahjackson,GB30FRKW27435467564352,rupay,676168134143,2025-07-25 06:45:09,Avenue Supermarts,Electronics,41394.73,INR,RTGS,Mckinneyview,Withdrawal,September,Declined
reedjeffrey,GB67MXWL21134098901137,Diners Club,4573282117255128,2025-07-02 09:26:41,Big Bazaar,Electronics,26675.95,INR,Bank Transfer,West Johnathan,Withdrawal,April,Approved
guzmanjose,GB06TYTE67231065609977,VISA,6525107930906868,2025-03-25 00:45:51,Godrej Consumer Products,Electronics,96361.51,INR,RTGS,Prestonside,Purchase,February,Declined
michaelcombs,GB10IFZB61385854328218,Diners Club,3501213474551055,2025-04-09 04:01:34,Pepperfry,Dining,44970.16,INR,NEFT,East Feliciabury,Deposit,August,Pending
kyle65,GB83JNZM16927412163376,VISA,180070281833777,2025-06-14 16:06:57,Reliance Digital,Electronics,4732.57,INR,Bank Transfer,Smithport,Purchase,April,Reversed
angela27,GB59VDUE63759489554421,amex,2665729847070386,2025-05-27 05:50:14,HyperCity,Clothing,81902.70,INR,Bank Transfer,West Robertborough,Withdrawal,October,Reversed
kcrawford,GB26DPDC39007348563522,VISA,2299599877878113,2025-05-29 05:08:37,Flipkart,Electronics,77524.57,INR,UPI,Chanfort,Purchase,July,Declined
uwilson,GB72HOAE99884324001848,VISA,2255367537222565,2025-04-20 16:33:31,ShopClues,Health,37774.46,INR,Credit Card,Lake Charlesfort,Deposit,October,Approved
nathanblankenship,GB09WNAD77657741822924,American Express,6544559417050015,2025-08-04 14:24:13,Flipkart,Travel,60959.74,INR,Credit Card,Port Amandachester,Deposit,September,Approved
dbailey,GB25QGHJ67312536130185,Discover,4123465103479828317,2025-02-23 19:12:30,Nilgiris,Dining,36490.42,INR,Debit Card,Santiagoberg,Withdrawal,July,Reversed
martinaaron,GB36QPQV49506502983701,Mastercard,4922946514817550401,2025-11-24 17:11:11,JioMart,Grocery,83569.25,INR,NEFT,Lorifort,Purchase,June,Declined
christina57,GB83NVLJ83859743950764,rupay,501881542648,2025-03-15 04:15:30,Reliance Digital,Grocery,35954.26,INR,Credit Card,Odomchester,Purchase,November,Pending
llara,GB74ALEC14274013197340,Diners Club,213161223601777,2025-07-06 21:22:57,Decathlon India,Travel,85342.47,INR,NEFT,Adambury,Purchase,November,Pending
langhaley,GB59STJN33809162728696,VISA,4948390405062,2025-06-29 23:16:37,Myntra,Clothing,47305.43,INR,RTGS,North Luisberg,Purchase,December,Approved
krodriguez,GB73VOGU38538934595549,chhupay,3535453407458511,2025-01-25 16:47:18,BigBasket,Health,48927.43,INR,Debit Card,Aprilview,Withdrawal,July,Declined
phoward,GB35LZAG63581135823345,amex,569536136512,2025-11-11 10:27:07,Avenue Supermarts,Dining,46178.69,INR,Credit Card,Mandystad,Withdrawal,November,Declined
millerleah,GB31LEQJ47135686159705,American Express,3597721047909142,2025-11-22 03:07:47,DMart,Clothing,53872.34,INR,RTGS,Alexisburgh,Refund,August,Approved
yweber,GB58TLZU63857727650336,American Express,6578170430934638,2025-09-17 06:55:19,DMart,Travel,88140.32,INR,Debit Card,South William,Refund,June,Approved
alexander60,GB82UARU95073236399492,Mastercard,589954559409,2025-11-17 18:43:16,Godrej Consumer Products,Travel,67698.62,INR,Credit Card,Allisonbury,Refund,July,Declined
martha62,GB14GPHM72169763810643,chhupay,4223982756841973376,2025-05-17 17:24:05,Myntra,Electronics,25268.61,INR,Credit Card,New Amber,Refund,September,Declined
alitimothy,GB91YJOH99953699734015,VISA,502010729544,2025-02-15 14:48:31,Lenskart,Health,65667.47,INR,UPI,Danielhaven,Purchase,February,Pending
usolis,GB08LONK66652975106744,VISA,3501313920449274,2025-06-15 03:35:33,Central,Health,94388.45,INR,NEFT,Hernandezport,Deposit,August,Declined
abigail66,GB85NDQP70543144262245,amex,180097377613706,2025-04-24 07:33:40,Lenskart,Electronics,92817.63,INR,Mobile Payment,Lake Carolyn,Purchase,October,Approved
